profession,currency,vacancyRichText,education,experience,firm_name,town_name,region__title,country_title,client_staff_count,position,salary
Специалист по обслуживанию и ремонту компьютерной техники,rub," Обязанности: Диагностика и устранение неисправностей в компьютерах, ноутбуках и другой вычислительной технике Замена компонентов и выполнение ремонтных работ по требованию Установка программного обеспечения и настройка вычислительной техники Обслуживание и техническая поддержка пользователей компьютерной техники Участие в проведении плановых технических работ и профилактического обслуживания оборудования Монтаж и настройка компьютерных сетей Требования: Знание принципов работы компьютерной и вычислительной техники Опыт работы в области ремонта и обслуживания вычислительной техники Умение проводить диагностику и устранять неисправности в вычислительной технике Навыки замены компонентов и выполнения ремонтных работ Установка и настройка программного обеспечения Умение общаться с клиентами Приветствуется наличие автомобиля Условия: Режим работы 5/2 Остальные условия при собеседовании ",Не имеет значения,От 3 лет,ПК-Сервис,Тольятти,Самарская область,Россия,менее 50,['Техническая поддержка'],40000.0
Главный специалист отдела автоматизации,rub," Обязанности: Техническая поддержка пользователей, консультирование по работе программ; Выполнение работ по установке и настройке программного обеспечения, операционных систем, прикладных программ СФР, антивирусного ПО, драйверов; Диагностика и устранение неисправностей рабочих станций пользователей, в том числе замена комплектующих; Настройка и поддержка печатающего оборудования, МФУ и другого периферийного оборудования, замена расходных материалов; Обслуживание автоматизированных систем управления очередью; Техническое сопровождение селекторных совещаний в формате ВКС; Обеспечение, подготовка, выдача и учет ИТ оборудования. Требования: образование не ниже средне-профессионального; опыт работы приветствуется, но не обязателен; ПК на уровне продвинутого пользователя, базовые знания по сетевым технологиям (TCP/IP, Ethernet, OSI), базовые знания Linux; при поступлении необходимо предоставить справку о доходах, расходах, об имуществе и обязательствах имущественного характера; Условия: работа в стабильной организации; удобный график работы: 5/2; режим работы: пн-чт с 9-00 до 18-00; пт до 16-45; официальное трудоустройство по ТК РФ; оплачиваемый больничный; единовременные выплаты к отпуску, компенсационные выплаты, премирование по итогам работы; увеличенный отпуск - 36 календарных дней; возможность повышать квалификацию за счет работодателя. ",Среднее специальное,От 1 года,Социальный фонд России,Климовск,Московская область,Россия,более 5000,"['Системное администрирование', 'Техническая поддержка', 'Внедрение и сопровождение ПО']",52500.0
Инженер-программист 1 категории (управления 453),rub," Инженер-программист 1 категории (управления 453) Обязанности: разработка
прошивок (файлов конфигурации) ПЛИС или отдельных функциональных модулей по ТЗ; разработка
RTL-описаний на языках Verilog , VHDL ,
разработка тестов, имплементация прошивок, интеграция отдельных модулей,
тестирование прошивок; участие
в отладке аппаратуры; участие
в испытаниях изделий; разработка
технической документации; доработка и поддержка ранее разработанных
прошивок. Требования: английский язык для чтения технической документации; технический русский язык (продвинутый или профессиональный уровень владения); знание ЕСКД, ЕСПД; Опыт в отладке,
тестирование, диагностика неисправностей аппаратуры для цифровой обработки
сигналов; умение разбираться в чужом коде; ответственность, хорошая память, внимательность; умение работать в команде. Условия: Уровень образования (квалификация): Высшее техническое рабочее
время с 9:00 до 18:00; обед
с 13:00 до 13:45 ; командировки по России. ",Не имеет значения,От 3 лет,РЕШЕТНЁВ,Москва,Московская область,Россия,более 5000,"['Инжиниринг', 'Разработка, программирование']",250000.0
Сервисный инженер,rub," Обязанности: Выезд к клиенту на объект (на автомобиле компании) для диагностики оборудования и дальнейшего принятия решения по ремонту; Ремонт насосного и сварочного оборудования по полиэтилену (обучим в процессе стажировки); Требования: Тактичное общение с клиентами; Водительские права категории В; Работа с вилочным погрузчиком (если есть права, но не пользовались погрузчиком - научим, тут важна аккуратность, а не скорость); Умение ориентироваться в складских позициях (по ассортименту запчастей и оборудования обучим); Условия: Испытательный срок 3 месяца; Оплачиваемый больничный; Отпуск 28 дней. ",Не имеет значения,От 1 года,РУССНАБИНЖ,Москва,Московская область,Россия,менее 50,['Инжиниринг'],100000.0
Инженер по наладке и испытаниям ЭТЛ,rub," ООО «Русская платина» - группа горно-добывающих компаний приглашает на работу Инженера по наладке и испытаниям в проект по реализации строительства Черногорской горнорудной компании в г. Норильск. Приглашаем Вас присоединиться к команде профессионалов - Вас ждут сложные, но интересные ЗАДАЧИ! Чем Вы будете заниматься: Своевременно подготавливает производство, обеспечивает расстановку персонала, котролирует соблюдение технологических процессов, оперативно выявляет и устраняет причины их нарушения; Разрабатывает программы проведения испытаний (измерений), электрооборудования и электроустановок; Осуществляет подготовку средств измерений (СИ) и испытательного оборудования (ИО) ЭТЛ; Организовывает подготовку необходимых условий для проведения испытаний (измерений) электрооборудования и электроустановок; Оформляет протоколы по результатам проведенных испытаний (измерений) в соответствии с разработанными и утвержденными формами; Обеспечивает качество проведения испытаний (измерений) и оформления протоколов по их результатам; Обеспечение охраны труда и безопасного производства работ в электроустановках в соответствии с действующими Межотраслевыми Правилами по охране труда; Осуществляет личный контроль за проведением работ повышенной опасности; Составление графиков проведения испытаний цехового и подстанционного оборудования, кабельных линий и устройств релейной защиты; Исполняет обязанности Руководителей подразделения на период отсутствия. Мы ждем от Вас: Высшее профессиональное (техническое) образование Опыт работы на инженерно-технических должностях от 3 лет Мы предлагаем: Работа в одной из крупнейших горнодобывающих компаний РФ; Местоположение рудника: г. Норильск; Официальное трудоустройство; Бессрочный трудовой договор; Вахтовый график работы 45/45; Стабильная, своевременная ""белая"" заработная плата (оплачивается вахта и междувахтовое время); Приобретение авиабилета до г.Норильск и обратно; Прохождение медкомиссии за счет работодателя; Полное обеспечение спец. одеждой; Предоставление питания; Проживание в комфортных условиях; Профессиональное развитие и рост внутри компании: обучение, аттестация, наставничество, кадровый резерв; Материальная помощь в трудных жизненных ситуациях; Забота о здоровье: ДМС для сотрудников (включая стоматологию), страхование от несчастных случаев на производстве; Высокие стандарты безопасности труда и культуры производства. Если вы готовы стать частью нашей команды, просим вас оставить отклик. Мы ценим ваше время и благодарим за проявленный интерес к нашей компании! ",Не имеет значения,От 3 лет,Черногорская ГРК,Иркутск,Иркутская область,Россия,500 — 1000,['Инжиниринг'],0.0
Технический специалист коммерческого отдела,rub," Обязанности: Телефонные переговоры с потенциальными и существующими клиентами (без холодных звонков). Участие в семинарах совместно с менеджерами отдела. Подготовка текстов для семинаров. Организация и участие в проведении испытаний для ключевых клиентов. Подготовка материалов для работы с техническими специалистами партнеров. Помощь в проведении переговоров с клиентами, презентация продукции, составление коммерческих предложений, технической спецификации, заключение Договоров. Помощь в текущей работе отдела продаж и оформлению документов. Умение доброжелательно и безбоязненно общаться с клиентами. Участие в профильных выставках и семинарах. Командировки не более 20% времени. Требования: Образование: высшее, специальное, (техническое) ПК - пользователь: MS Word, Excel, Outlook, Internet, 1C (предусмотрено обучение). Возможны командировки по РФ. Коммуникабельность, стабильность, грамотная речь. Опыт работы на рынке пожарного оборудования необязателен. Условия: Предусмотрено обучение в период испытательного срока. Оформление по ТК РФ. Режим работы с Понедельника по Пятницу с 9-00 до 18-00. Полный рабочий день на территории работодателя. Оклад 100 000 р. Испытательный срок - 3 месяца. ",Высшее,Без опыта,НПГ Гранит-Саламандра,Москва,Московская область,Россия,менее 50,['Техническая поддержка'],100000.0
Преподаватель/методист курса робототехники для детей,rub," Приглашаем талантливого
специалиста, увлеченного миром технологий и детского творчества. Посредством
увлекательных занятий по робототехнике предстоит заниматься развитием
инженерных способностей и технического кругозора у детей в возрасте от 5 до 12 лет.
Основная задача — вдохновлять ребят на творчество, развивать интерес к науке и
технике, формировать базовые инженерные знания и навыки конструирования
роботов. Обязанности: Разработка образовательных программ, учебных
планов и методических материалов. Проведение занятий по робототехнике, организация
для обучающихся увлекательных конкурсов и соревнований. Участие в организации набора обучающихся,
консультация родителей по выбору программы развития школьника. Требования: Высшее образование в сфере педагогики, техники
или смежных областях. Опыт работы преподавателем, организации кружков
или секций по техническим направлениям. Глубокое знание основ робототехники, владение
платформами Lego и Arduino. Творческий подход к обучению, умение создавать
атмосферу дружелюбия и вдохновения, поддерживать дисциплину и мотивацию в
группе Условия: работа с целевой аудиторией от 5 до 12 лет; почасовая оплата труда (от 600 руб/час); возможно участие
студентов старших курсов технических вузов; оформление
по ТК РФ, совместительство; современные оснащенные аудитории; профессиональный рост для инициативных; в организации никто не курит; работа в разных районах города. Контактное лицо: Глущенко Елена Михайловна ",Не имеет значения,От 1 года,"АНО ДПО ""АДПО""",Санкт-Петербург,Ленинградская область,Россия,менее 50,['Другое'],0.0
Специалист Отдела мультимедийных сервисов Службы технической поддержки,rub," Обязанности: 1. Осуществлять техническую поддержку мероприятий на площадках СПбГУ, работа с мультимедийным оборудованием (аудиомикшер, видеомикшер, микрофоны, проектор и др.) 2. Выполнять установку, подключение, настройку, диагностику, мониторинг работоспособности мультимедийного оборудования 3. Обеспечивать трансляции на сайт СПбГУ, RuTube, VK и т.д. 4. Администрировать сеансы ВКС 5. Осуществлять консультационную поддержку по мультимедийным сервисам СПбГУ 6. Обеспечивать обработку и хранение медиа-контента 7. Регистрировать обращения пользователей (Service Desk) 8. Участвовать в подготовке технических заданий на закупку оборудования и ПО Требования: 1. Высшее профессиональное образование 2. Опыт работы на аналогичной должности от 1 года 3. Приветствуется опыт работы в сфере Мультимедиа, ВКС, IT, с упором на проведение различных мероприятий в различных форматах с использованием аудио-видеоборудования, а также в техподдержке 4. Необходимые знания: - Навыки технического сопровождения конференций, онлайн-семинаров, знание мультимедийного оборудования, понимание принципов работы данного оборудования, навык диагностики неполадок и оптимизации схем подключения мультимедийного оборудования под необходимые задачи - Опыт работы с OBS, Zoom, MTC Линк, TrueConf и т.д. Навыки звукооператора, видеооператора - Понимание принципов построения локальных вычислительных сетей и протоколов передачи данных. Опыт настройки стриминговых платформ. Опыт реализации проектов автоматизированных мультимедиа комплексов 5. Навыки работы с ПК: - Знание MS Office (Word, Excel, Power Point, Outlook) - Навыки работы с оргтехникой (факс, сканер, МФУ, мини-АТС) - Навыки работы в Internet и браузерах Личные качества: Исполнительность, клиентоориентированность, ответственность, коммуникабельность, пунктуальность, многозадачность, умение работать в команде, активность, обучаемость, внимательность, стрессоустойчивость в нештатных ситуациях Вашим преимуществом будут: Навыки администрирования ЛВС, знание принципов работы Microsoft Active Directory; знакомство с UNIX-системами; порядок организации учёта электронно-вычислительной техники; порядок ведения и оформления технической документации; понимание принципов работы сетевого оборудования и внутреннего устройства компьютерной сети, умение паять. Условия: 1. Заключается бессрочный трудовой договор (ТД) 2. Официальное оформление в соответствии с Трудовым законодательством РФ (оплачиваются отпускные и больничные). Срок испытания - 3 месяца 3. График: пятидневная рабочая неделя, с 9:00 до 17:45. Обеденный перерыв с 13:00 до 13:45 4. Зарплата на испытательный срок - 70 000, зарплата после испытательного срока - 80 000 5. Адрес: Университетская наб. 7-9-11, Управление-служба информационных технологий ",Высшее,От 1 года,ФГБОУ ВО Санкт-Петербургский государственный университет,Санкт-Петербург,Ленинградская область,Россия,более 5000,['Техническая поддержка'],75000.0
Системный администратор (младший системный администратор),rub," Обязанности: Поддержание исправной работы информационно-технической инфраструктуры; Диагностика, настройка, тестирование и простой (узловой) ремонт ПК и офисной техники; Техническая и консультационная поддержка сотрудников компании, устранение типичных проблем у пользователей при работе; Подготовка новых рабочих мест для пользователей, в том числе, сборка ПК из комплектующих, установка необходимого ПО, подключение периферийного оборудования и создание учетных записей; Техническое сопровождение мероприятий, проводимых по видеоконференцсвязи; Мелкие ремонтно-монтажные работы; Замена расходных материалов в печатающей технике; Учет оборудования (инвентаризация); Иные задачи, определяемые непосредственным руководством Требования: средне-профессиональное образование; Windows, Linux на уровне продвинутого пользователя, разбирающегося в настройках; Понимание основных принципов маршрутизации и построения локальных сетей; Понимание принципов и минимальный опыт настройки сетевого оборудования; Опыт работы с оборудованием и программным обеспечением для видеоконференцсвязи; Стремление развиваться в сфере информационных технологий; Способность к самообучению и умение самостоятельно быстро находить нужную информацию; Умение грамотно и точно доносить информацию; Исполнительность, ответственность и внимательность. Терпение, вежливость и коммуникабельность при общении с сотрудниками лично и по различным средствам связи (удаленно); Условия: Официальное оформление и социальные гарантии согласно ТК РФ; График работы с 9:00 до 17:30 с понедельника по пятницу. ",Не имеет значения,От 1 года,СПб ГБУЗ МИАЦ,Санкт-Петербург,Ленинградская область,Россия,100 — 500,['Системное администрирование'],72500.0
Программист-аналитик 1С / Консультант-аналитик ERP,rub," Условия: Официальное трудоустройство; График работы 5/2 с 8-00 до 17-00, выходные суббота-воскресенье; Корпоративные скидки в магазинах 20%; Выплата ЗП 2 раза в месяц; Возможна частичная компенсация ГСМ; Соцпакет. Обязанности: Разработка и настройка . Определение необходимых модулей для компании, настройка взаимодействия различных частей системы, разработка структуры отчётности. Интеграция с другими системами . Обмен данными с внешними сервисами, интеграция систем для учёта запасов и товаров, настройка API для синхронизации данных в реальном времени. Поддержка и обслуживание . Обработка заявок пользователей, устранение проблем, регулярное обновление конфигураций и версий ПО, тестирование новых функций. Анализ бизнес-процессов , улучшение функционала . Выявление слабых мест в бизнес-процессах, внедрение новых алгоритмов для автоматизации процессов, создание новых бизнес-правил. Обучение, поддержка пользователей . Организация тренингов и семинаров для пользователей, создание обучающих материалов и документации, поддержка пользователей в процессе работы. Требования: Глубокое понимание структуры системы и ее возможностей. Опыт работы с конфигурациями, настройка, доработка модулей для специфических нужд бизнеса. Понимание ключевых бизнес-процессов в таких областях, как бухгалтерия, финансы, логистика и склад, для правильной настройки, доработки под нужды компании. Умение работать в команде, взаимодействовать с другими отделами компании (бухгалтерия, логистика, отдел продаж). Аналитическое мышление для улучшения бизнес-процессов. ",Не имеет значения,От 1 года,Мечел,Нытва,Пермский край,Россия,более 5000,"['Аналитика', 'Разработка, программирование']",47000.0
Главный специалист по информационным ресурсам отдела эксплуатации информационной инфраструктуры,rub," Обязанности: IT сопровождение Учреждения в части: - Обеспечение работоспособности сайта Учреждения. - Обеспечение работоспособности внутреннего портала Учреждения. - Информационно-техническое сопровождение ИС: Электронный документооборот. Система управления заявками (ServiceDesk) - Развитие официального сайта и портала Учреждения. Требования: Высшее образование (техническое). Опыт администрирования и поддержки веб-проектов. Знание frontend (HTML, CSS, JavaScript) u backend (PHP, Node.js или др.) языков и опыт работы с CMS (1C-Битрикс, WordPress и т. д.). Уверенные навыки работы с СУБД (MySQL, PostgreSQL) и понимание основ веб-серверов (Nginx/Apache). Способность быстро диагностировать и устранять возникающие ошибки, проблемы с доступностью и безопасностью. Понимание основ технического SEO (мета-теги, скорость загрузки, ЧПУ) для корректного внесения правок. Условия: Режим работы: 5-дневная рабочая неделя (с 8:30 до 17:30). Место работы: Санкт-Петербург, Исполкомская, 16. Все выплаты и компенсации в соответствии с ТК РФ (официальная заработная плата). Заработная плата от 81 800 руб., в зависимости от квалификации и опыта работы. Работа в пешей доступности от ст.м. «пл. Александра Невского». Система поощрений (к праздникам, юбилейным датам, за выслугу лет и т.д.). Испытательный срок – 3 месяца. ",Высшее,От 3 лет,СПб ГКУ Организатор перевозок,Санкт-Петербург,Ленинградская область,Россия,1000 — 5000,['Другое'],93500.0
Ведущий программист автоматизированных систем управления технологическими процессами,rub," Агрохолдинг «Русагро» приглашает в свою команду Ведущего программиста АСУ ТП! Работа на мясоперерабатывающем заводе - Прошу обратить внимание данная должность подразумевает посещение цеха убоя. Предоставляем программу релокации в Приморский край! Компенсация затрат на жилье, проезд к месту работы; Помощь в переезде в г.Уссурийск (перевоз вещей, билеты, возмещение комиссии за поиск жилья); Корпоративное питание; Широкий пакет ДМС с ведущими клиниками города. Что мы предлагаем: Официальное трудоустройство в соответствии с ТК РФ; Стабильный доход с первого месяца, полностью «белая» зарплата: оклад плюс премирование; График 5/2 (с 09:00 до 18:00); Все социальные гарантии согласно ТК РФ; Широкий пакет ДМС с ведущими клиниками города; Работу в команде профессионалов с возможностью роста; На входе в компанию присутствует система обучения и наставничество; Компания осуществляет бронирование сотрудников в рамках норм действующего законодательства. Что нужно делать: Прошу обратить внимание данная должность подразумевает посещение цеха убоя; Выполнять работы по обслуживанию автоматизированных систем управления технологическими процессами (АСУ ТП); Выполнять работы по разработке программного обеспечения для контроля работы автоматизированной системы управления технологическими процессами (АСУ ТП); Проводить работы по организации эксплуатации АСУ ТП; Выполнять работы по проектированию автоматизированных систем управления технологическими процессами (АСУ ТП); Выполнять работу по сопровождению и составлению технической документации и информации АСУ ТП. Что для этого требуется: Опыт работы в аналогичной должности; Высшее техническое образование; Коммуникабельность, высокая работоспособность, нацеленность на результат, внимание к деталям. Место работы: село Михайловка, Приморский край. ",Не имеет значения,От 3 лет,ГК Русагро,Омск,Омская область,Россия,1000 — 5000,"['Разработка, программирование']",200000.0
"Системный администратор, помощник системного администратора, IT-специалист",rub," Обязанности: Техническая поддержка пользователей, возникающих при работе с программным и аппаратным обеспечением Диагностика и решение инцидентов на рабочих местах пользователей Сборка и ремонт ПК. Установка новых рабочих мест (перемещение и подготовка техники) Знание программной и аппаратной ""начинки"" персональных компьютеров. Умение найти неисправность и устранить её. Установка и настройка на пользовательских компьютерах Windows 10 / Astra Linux. Установка, настройка и обслуживание системного и прикладного программного обеспечения ПК пользователей Знание операционных систем Windows, приветствуется знание Astra Linux Обслуживание и мелкий ремонт копировально-множительной техники (принтеры, мфу, копиры) Обслуживание инфраструктуры организации (ЛВС) Работа с системами IP видеонаблюдения «Линия». (замена и настройка камер) Работа с системами СКУД «Bolid», ПО «Орион Про». (добавление новых карт пропуска, ремонт зон пропуска) Требования: Среднее профессиональное образование, высшее Условия: Официальное трудоустройство. Пятидневная рабочая неделя: понедельник-пятница, с 09:00 - 17:30; Ежегодный основной оплачиваемый отпуск - 28 к/д. Ежегодное медицинское обследование за счет организации. ",Не имеет значения,От 1 года,ФГБУ Российский научный центр рентгенорадиологии Минздрава РФ,Москва,Московская область,Россия,менее 50,"['Администрирование баз данных', 'Системное администрирование', 'Техническая поддержка']",80000.0
Продавец в зону готовой еды,rub," Широкая сеть магазинов «Магнит» — это не просто работа рядом с домом. Это возможность выбрать из всех магазинов тот, который ближе всего к семье и детям. Работай в «Магните» и получай: Социальные гарантии Официальное трудоустройство с 1-го рабочего дня по ТК РФ Оплачиваемый отпуск, больничный Стабильная белая зарплата два раза в месяц на банковскую карту Медицинская книжка и ежегодные медосмотры за счёт компании Комфортные условия Удобный график работы: выбирай полную или частичную занятость, совмещай с другой работой или очным обучением Бесплатная форменная одежда Опыт работы не важен - мы всему обучим и поддержим тебя на всех этапах Возможность зарабатывать больше Премия за квалификацию Премия за продажи кулинарии, выпечки и кофе Оплата за участие в ревизиях Оплачиваемые подработки Возможность карьерного роста с увеличением дохода Кэшбэк до 50% в семье магазинов Магнит с бесплатной для сотрудников подпиской «Магнит Плюс Премиум» Выплаты по акции «Приведи друга» до 8 000 руб. за каждого оформленного В нашей команде ты будешь: Готовить хлебобулочные изделия из полуфабрикатов в автоматизированной профессиональной печи. Управлять печью очень просто — запуск всего двумя нажатиями. Справится любой! Готовить хот-доги и работать с кофемашиной (загрузка ингредиентов) Выкладывать готовые изделия на витрину и обеспечивать их наличие Подготавливать рабочее место и инвентарь к началу рабочего дня Контролировать сроки годности и сроки реализации товара Консультировать покупателей по продукции, работать в торговом зале Забота о людях — это ДНК нашей корпоративной культуры. Поэтому, работая в «Магните», ты: Участвуешь в конкурсах профессионального мастерства, корпоративных мероприятиях для сотрудников и их семей Получаешь новогодние подарки для детей и возможность отдыхать в санаториях Остаешься с нами даже при переезде в другой город! Наши магазины есть в более чем 4 000 населенных пунктах России ",Не имеет значения,Не имеет значения,"Магнит, Розничная сеть",Тейково,Ивановская область,Россия,более 5000,"['Интернет, создание и поддержка сайтов']",45500.0
Ведущий специалист по защите информации,rub," Обязанности: Обслуживание автоматизированного рабочего места,
предназначенного для обработки информации, содержащей сведения, составляющие
государственную тайну. - Настройка системы защиты информации от
несанкционированного доступа - Обеспечение регулярной антивирусной защиты объектов ВТ
(своевременное продление лицензии, контроль за сроками лицензии, обновление баз
и пр.); - Организация проведения ежегодного контроля эффективности
мер и средств защиты, уровня защищенности АС в процессе эксплуатации в
соответствии с требованиями по ТЗИ; - Разработка перечня защищаемых информационных ресурсов; - Обеспечение установленных правил разграничения доступа
пользователей. Должность предусматривает оформление допуска к
государственной тайне по 3 форме. ",Не имеет значения,От 1 года,Федеральное государственное бюджетное учреждение науки Ботанический институт им. В. Л. Комарова Российской академии наук,Санкт-Петербург,Ленинградская область,Россия,100 — 500,['Информационная безопасность'],20000.0
